,user_id,name,category,skill_level
6121,ccb187b1-2349-11ea-a306-74d02b9c93aa,Big Data tools,dj,3
6122,ccb187b1-2349-11ea-a306-74d02b9c93aa,Know Your Customers (KYC),dj,5
6123,ccb187b1-2349-11ea-a306-74d02b9c93aa,Testing/Debugging,dj,3
6124,ccb187b1-2349-11ea-a306-74d02b9c93aa,Attention to detail & aesthetics,Rq,4
6125,ccb187b1-2349-11ea-a306-74d02b9c93aa,Planning,Rq,5
6126,ccb187b2-2349-11ea-801f-74d02b9c93aa,Infographics,bZ,3
6127,ccb187b2-2349-11ea-801f-74d02b9c93aa,Bookkeeping through Excel,bZ,5
6128,ccb187b2-2349-11ea-801f-74d02b9c93aa,Adobe Photoshop,bZ,2
6129,ccb187b2-2349-11ea-801f-74d02b9c93aa,Active listening,bZ,3
6130,ccb187b2-2349-11ea-801f-74d02b9c93aa,Dealing with work-related stress,AN,2
6131,ccb187b2-2349-11ea-801f-74d02b9c93aa,Python,AN,2
6132,ccb187b2-2349-11ea-801f-74d02b9c93aa,Physical endurance,AN,5
6133,ccb187b2-2349-11ea-801f-74d02b9c93aa,Visual Basic,AN,5
6134,ccb187b2-2349-11ea-801f-74d02b9c93aa,Bookkeeping through Excel,KO,4
6135,ccb187b2-2349-11ea-801f-74d02b9c93aa,Filing and paper management,KO,3
6136,ccb187b3-2349-11ea-9838-74d02b9c93aa,Email marketing,he,3
6137,ccb187b3-2349-11ea-9838-74d02b9c93aa,Telemetry,he,4
6138,ccb187b3-2349-11ea-9838-74d02b9c93aa,The 4 P-s of Marketing,he,4
6139,ccb187b3-2349-11ea-9838-74d02b9c93aa,Interactive media design,he,4
6140,ccb187b4-2349-11ea-b7ef-74d02b9c93aa,Storytelling,zB,3
6141,ccb187b4-2349-11ea-b7ef-74d02b9c93aa,Charisma,zB,5
6142,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Microsoft Excel,nM,4
6143,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Telemetry,nM,4
6144,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Integration of visual communication in social media platforms,nM,3
6145,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Strategic Management,ln,3
6146,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Mathematics,ln,5
6147,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Dealing with work-related stress,ln,1
6148,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Data visualization & pattern-finding through critical thinking,QA,4
6149,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Microsoft Excel,QA,1
6150,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Empathy,QA,5
6151,ccb187b5-2349-11ea-83d0-74d02b9c93aa,Storytelling,QA,2
6152,ccb187b6-2349-11ea-b338-74d02b9c93aa,HTML/CSS,rY,3
6153,ccb187b6-2349-11ea-b338-74d02b9c93aa,Accuracy,rY,3
6154,ccb187b6-2349-11ea-b338-74d02b9c93aa,Storyboarding,gE,3
6155,ccb187b6-2349-11ea-b338-74d02b9c93aa,Attention to detail & aesthetics,gE,2
6156,ccb187b6-2349-11ea-b338-74d02b9c93aa,Revenue recognition,gE,1
6157,ccb187b6-2349-11ea-b338-74d02b9c93aa,Teamwork,uS,1
6158,ccb187b7-2349-11ea-8bd0-74d02b9c93aa,Acute care,zG,4
6159,ccb187b7-2349-11ea-8bd0-74d02b9c93aa,Bookkeeping through Excel,Iu,2
6160,ccb187b7-2349-11ea-8bd0-74d02b9c93aa,Technical and non-technical communication,Iu,3
6161,ccb187b7-2349-11ea-8bd0-74d02b9c93aa,Infection control,Iu,3
6162,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Persuasion,Iu,5
6163,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Microsoft Visio,Iu,5
6164,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Project/campaign management,Iu,1
6165,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Ad design,Iu,1
6166,ccb187b8-2349-11ea-86e0-74d02b9c93aa,CRO and A/B Testing,cZ,5
6167,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Stress management,cZ,2
6168,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Strategic Management,cZ,3
6169,ccb187b8-2349-11ea-86e0-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),cZ,2
6170,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Adobe Photoshop,QU,1
6171,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,R,QU,4
6172,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Big Data tools,FU,5
6173,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,The McKinsey 7s Framework,FU,2
6174,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Content Management Systems (CMS),FU,4
6175,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Time management,hQ,1
6176,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Telemetry,hQ,5
6177,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Big Data Analysis,hQ,5
6178,ccb187b9-2349-11ea-ae6a-74d02b9c93aa,Emotional Intelligence,hQ,3
6179,ccb187ba-2349-11ea-96e0-74d02b9c93aa,Graphic User Interfaces (GUI),Nc,3
6180,ccb187ba-2349-11ea-96e0-74d02b9c93aa,Numerical competence,Nc,3
6181,ccb187bb-2349-11ea-9092-74d02b9c93aa,Microsoft Excel,hM,4
6182,ccb187bb-2349-11ea-9092-74d02b9c93aa,Typography,hM,3
6184,ccb187bd-2349-11ea-8d56-74d02b9c93aa,Revenue recognition,Qo,5
6185,ccb187bd-2349-11ea-8d56-74d02b9c93aa,Attention to detail,Qo,1
6186,ccb187bd-2349-11ea-8d56-74d02b9c93aa,Empathy,Qo,2
6187,ccb187bd-2349-11ea-8d56-74d02b9c93aa,B2B Marketing,cv,1
6188,ccb187bd-2349-11ea-8d56-74d02b9c93aa,Patient care and assistance,cv,3
6189,ccb187bd-2349-11ea-8d56-74d02b9c93aa,Empathy,ZC,3
6190,ccb187be-2349-11ea-9f62-74d02b9c93aa,Ad design,Ze,3
6191,ccb187be-2349-11ea-9f62-74d02b9c93aa,Social media/digital communication,Ze,1
6192,ccb187be-2349-11ea-9f62-74d02b9c93aa,The McKinsey 7s Framework,Ze,3
6193,ccb187be-2349-11ea-9f62-74d02b9c93aa,Telemetry,Ze,3
6194,ccb187be-2349-11ea-9f62-74d02b9c93aa,Negotiation,ah,3
6195,ccb187be-2349-11ea-9f62-74d02b9c93aa,Mathematics,ah,4
6196,ccb187be-2349-11ea-9f62-74d02b9c93aa,Attention to detail & aesthetics,ah,4
6197,ccb187be-2349-11ea-9f62-74d02b9c93aa,Search Engine Optimization (SEO),ah,3
6198,ccb187bf-2349-11ea-9501-74d02b9c93aa,Business Development,Yp,2
6199,ccb187bf-2349-11ea-9501-74d02b9c93aa,Creativity,Yp,1
6200,ccb187bf-2349-11ea-9501-74d02b9c93aa,Big Data tools,Yp,1
6201,ccb187bf-2349-11ea-9501-74d02b9c93aa,Search Engine and Keyword Optimization,Yp,2
6202,ccb187c0-2349-11ea-85e0-74d02b9c93aa,InDesign,ox,4
6203,ccb187c0-2349-11ea-85e0-74d02b9c93aa,Photoshop,ox,1
6204,ccb187c0-2349-11ea-85e0-74d02b9c93aa,Graphic User Interfaces (GUI),Tn,4
6205,ccb187c0-2349-11ea-85e0-74d02b9c93aa,Dreamweaver,Tn,5
6206,ccb187c0-2349-11ea-85e0-74d02b9c93aa,CRO and A/B Testing,Tn,4
6207,ccb187c0-2349-11ea-85e0-74d02b9c93aa,System Context Diagrams,rw,1
6208,ccb187c0-2349-11ea-85e0-74d02b9c93aa,Clear communication,rw,3
6209,ccb187c0-2349-11ea-85e0-74d02b9c93aa,Proposal writing,rw,5
6210,ccb187c1-2349-11ea-b1cb-74d02b9c93aa,Bookkeeping through Excel,UR,4
6211,ccb187c1-2349-11ea-b1cb-74d02b9c93aa,Buyer engagement,UR,2
6212,ccb187c1-2349-11ea-b1cb-74d02b9c93aa,CRO and A/B Testing,UR,3
6213,ccb187c1-2349-11ea-b1cb-74d02b9c93aa,Problem-solving,Gp,4
6214,ccb187c1-2349-11ea-b1cb-74d02b9c93aa,Stress management,Gp,3
6215,ccb187c2-2349-11ea-b1f7-74d02b9c93aa,SPSS,HC,2
6216,ccb187c2-2349-11ea-b1f7-74d02b9c93aa,Business Process Modeling,Gm,3
6217,ccb187c2-2349-11ea-b1f7-74d02b9c93aa,Cloud networking and file sharing,Gm,5
6218,ccb187c3-2349-11ea-b45e-74d02b9c93aa,Buyer-Responsive selling,VI,4
6220,ccb187c5-2349-11ea-b120-74d02b9c93aa,Photoshop,zk,1
6221,ccb187c6-2349-11ea-b4ea-74d02b9c93aa,Enthusiasm,lR,4
6222,ccb187c7-2349-11ea-88c1-74d02b9c93aa,Buyer engagement,uZ,2
6223,ccb187c8-2349-11ea-b159-74d02b9c93aa,Creativity,tE,5
6224,ccb187c8-2349-11ea-b159-74d02b9c93aa,Critical thinking,tE,1
6225,ccb187c8-2349-11ea-b159-74d02b9c93aa,Innovation,tE,3
6226,ccb187c8-2349-11ea-b159-74d02b9c93aa,Integration of visual communication in social media platforms,tE,2
6227,ccb187c9-2349-11ea-b308-74d02b9c93aa,Visual Basic,SC,5
6228,ccb187ca-2349-11ea-a9e5-74d02b9c93aa,Search Engine Optimization (SEO),hD,1
6229,ccb187ca-2349-11ea-a9e5-74d02b9c93aa,Physical endurance,hD,3
6230,ccb187ca-2349-11ea-a9e5-74d02b9c93aa,Logo creation,hD,4
6231,ccb187ca-2349-11ea-a9e5-74d02b9c93aa,Adobe Photoshop,hD,3
6233,ccb187cc-2349-11ea-aa13-74d02b9c93aa,Acute care,Jc,3
6234,ccb187cc-2349-11ea-aa13-74d02b9c93aa,Microsoft Visio,Jc,2
6235,ccb187cc-2349-11ea-aa13-74d02b9c93aa,Cloud networking and file sharing,Jc,5
6236,ccb187cc-2349-11ea-aa13-74d02b9c93aa,Planning,Jc,5
6237,ccb187cc-2349-11ea-aa13-74d02b9c93aa,Task delegation,xF,1
6238,ccb187cd-2349-11ea-beca-74d02b9c93aa,Technological & digital literacy,lA,2
6239,ccb187cd-2349-11ea-beca-74d02b9c93aa,Enthusiasm,lA,4
6240,ccb187cd-2349-11ea-beca-74d02b9c93aa,Task delegation,lA,3
6241,ccb187cd-2349-11ea-beca-74d02b9c93aa,General business knowledge,lA,2
6242,ccb187ce-2349-11ea-b529-74d02b9c93aa,Paid social media advertisements,hG,1
6243,ccb187ce-2349-11ea-b529-74d02b9c93aa,Charisma,hG,1
6244,ccb187ce-2349-11ea-b529-74d02b9c93aa,Critical thinking,hG,3
6245,ccb187ce-2349-11ea-b529-74d02b9c93aa,Problem-solving,ef,2
6246,ccb187ce-2349-11ea-b529-74d02b9c93aa,CRO and A/B Testing,td,3
6247,ccb187ce-2349-11ea-b529-74d02b9c93aa,Machine learning,td,1
6249,ccb187d0-2349-11ea-8c7d-74d02b9c93aa,Data visualization & pattern-finding through critical thinking,bR,3
6250,ccb187d1-2349-11ea-8791-74d02b9c93aa,Communication,vE,3
6251,ccb187d2-2349-11ea-9fad-74d02b9c93aa,Wordpress,ke,2
6252,ccb187d2-2349-11ea-9fad-74d02b9c93aa,Scala,ke,3
6253,ccb187d2-2349-11ea-9fad-74d02b9c93aa,Effective communication and sociability,ke,2
6254,ccb187d2-2349-11ea-9fad-74d02b9c93aa,Patient care and assistance,ke,2
6255,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Big Data Analysis,cl,3
6256,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Compassion,cl,5
6257,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Integration of visual communication in social media platforms,cl,1
6258,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Clear communication,cl,2
6259,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Strategic Management,nf,3
6260,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Sales,nf,3
6261,ccb187d3-2349-11ea-afc9-74d02b9c93aa,Enterprise Resource Planning,nf,2
6263,ccb187d5-2349-11ea-ab7c-74d02b9c93aa,Graphic User Interfaces (GUI),bC,4
6264,ccb187d5-2349-11ea-ab7c-74d02b9c93aa,Web scraping,bC,3
6266,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Business Process Modeling,nf,4
6267,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Negotiation,nf,5
6268,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Acute care,nf,1
6269,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Matlab,dN,3
6270,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Data analysis,dN,2
6271,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Application Programming Interface (API),dN,1
6272,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Wordpress,dN,4
6273,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Consumer Behavior Drivers,lH,4
6274,ccb187d7-2349-11ea-b81c-74d02b9c93aa,Research & Data analysis,lH,2
6275,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),KU,3
6276,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Consumer Behavior Drivers,KU,2
6277,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Technological savviness,KU,1
6278,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Microsoft Excel,wB,5
6279,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Attention to detail,zD,4
6280,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,Six Sigma techniques,zD,1
6281,ccb187d8-2349-11ea-bdfd-74d02b9c93aa,InDesign,zD,2
6282,ccb187d9-2349-11ea-8614-74d02b9c93aa,STATA,Zt,2
6283,ccb187d9-2349-11ea-8614-74d02b9c93aa,Creativity,Zt,5
6284,ccb187d9-2349-11ea-8614-74d02b9c93aa,Javascript,aO,5
6285,ccb187d9-2349-11ea-8614-74d02b9c93aa,Effective communication and sociability,aO,1
6286,ccb187da-2349-11ea-bfb1-74d02b9c93aa,Strategic Management,EW,1
6287,ccb187da-2349-11ea-bfb1-74d02b9c93aa,Brand management,EW,4
6288,ccb187da-2349-11ea-bfb1-74d02b9c93aa,Application Programming Interface (API),EW,2
6289,ccb187da-2349-11ea-bfb1-74d02b9c93aa,STATA,EW,3
6290,ccb187da-2349-11ea-bfb1-74d02b9c93aa,Task delegation,Gi,3
6291,ccb187da-2349-11ea-bfb1-74d02b9c93aa,Product knowledge,Gi,1
6292,ccb187da-2349-11ea-bfb1-74d02b9c93aa,HTML/CSS,Gi,4
6293,ccb187db-2349-11ea-98b2-74d02b9c93aa,Cloud networking and file sharing,Jo,5
6294,ccb187db-2349-11ea-98b2-74d02b9c93aa,Javascript,Jo,4
6295,ccb187db-2349-11ea-98b2-74d02b9c93aa,Revenue recognition,Jo,1
6296,ccb187db-2349-11ea-98b2-74d02b9c93aa,Numerical competence,Uy,4
6297,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Content Management Systems (CMS),Ky,4
6298,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Proposal writing,Ky,2
6299,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Emotional Intelligence,Ky,3
6300,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Planning,qW,3
6301,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Filing and paper management,qW,5
6302,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,Attention to detail,qW,5
6303,ccb187dc-2349-11ea-8aa0-74d02b9c93aa,InDesign,qW,4
6304,ccb187dd-2349-11ea-bc1e-74d02b9c93aa,Data Mapping,Wx,4
6305,ccb187de-2349-11ea-be88-74d02b9c93aa,CMS Tools,dE,5
6306,ccb187de-2349-11ea-be88-74d02b9c93aa,Patient care and assistance,dE,3
6307,ccb187df-2349-11ea-96bc-74d02b9c93aa,Task delegation,So,5
6308,ccb187df-2349-11ea-96bc-74d02b9c93aa,Entity Relationship Diagrams,So,1
6309,ccb187df-2349-11ea-96bc-74d02b9c93aa,Attention to detail & aesthetics,So,4
6310,ccb187df-2349-11ea-96bc-74d02b9c93aa,Infographics,py,3
6311,ccb187df-2349-11ea-96bc-74d02b9c93aa,Teamwork,eM,4
6312,ccb187df-2349-11ea-96bc-74d02b9c93aa,Business Development,eM,5
6313,ccb187df-2349-11ea-96bc-74d02b9c93aa,Closing,eM,3
6316,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Microsoft Office Pack,yl,1
6317,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Social media/digital communication,yl,2
6318,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Content Management Systems (CMS),yl,3
6319,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Research & Data analysis,yl,4
6320,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Cognos Analytics (IBM),lA,2
6321,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Anti Money Laundering,lA,5
6322,ccb1ae24-2349-11ea-a829-74d02b9c93aa,Big Data Analysis,lA,1
6325,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Patience,Ck,1
6326,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Technological savviness,Ck,5
6327,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Task delegation,HC,2
6328,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Negotiation,HC,3
6329,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Technological savviness,HC,5
6330,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Six Sigma techniques,OW,2
6331,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,People management,OW,4
6332,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Technical writing,OW,1
6333,ccb1ae27-2349-11ea-9a03-74d02b9c93aa,Proposal writing,OW,3
6337,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,Charisma,RK,3
6338,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,SEO,RK,5
6339,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,Machine learning,RK,1
6340,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,General business knowledge,Fj,2
6341,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,SEO,Fj,3
6342,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,CMS Tools,Fj,1
6343,ccb1ae2b-2349-11ea-b92c-74d02b9c93aa,Interactive media design,Fj,3
6344,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,InDesign,Iy,3
6345,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Planning,Iy,2
6346,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Enterprise Resource Planning,Iy,2
6347,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Photo editing,Iy,2
6348,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Enterprise Resource Planning,DI,3
6349,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Technical writing,DI,1
6350,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Storytelling,DI,5
6351,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Closing,DI,5
6352,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,SQL,SS,2
6353,ccb1ae2c-2349-11ea-b024-74d02b9c93aa,Motivation,SS,5
6355,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,Porter’s Five Forces,UF,1
6356,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,Empathy,UF,1
6357,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,R,ND,1
6358,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,InDesign,ND,5
6359,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,Revenue recognition,ND,3
6360,ccb1ae2e-2349-11ea-840a-74d02b9c93aa,Empathy,ND,3
6363,ccb1ae31-2349-11ea-a354-74d02b9c93aa,Motivation,ew,3
6366,ccb1ae34-2349-11ea-b544-74d02b9c93aa,Application Programming Interface (API),rf,1
6367,ccb1ae34-2349-11ea-b544-74d02b9c93aa,Physical endurance,rf,1
6368,ccb1ae34-2349-11ea-b544-74d02b9c93aa,Problem-solving,KB,5
6369,ccb1ae34-2349-11ea-b544-74d02b9c93aa,Numerical competence,KB,5
6370,ccb1ae34-2349-11ea-b544-74d02b9c93aa,SEM,KB,2
6371,ccb1ae34-2349-11ea-b544-74d02b9c93aa,Scala,Pf,1
6372,ccb1ae34-2349-11ea-b544-74d02b9c93aa,General business knowledge,Pf,1
6373,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Patient care and assistance,gL,2
6374,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Javascript,gL,1
6375,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Enterprise Resource Planning,gL,2
6376,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Enterprise Resource Planning,FY,2
6377,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Numerical competence,FY,1
6378,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Active listening,FY,2
6379,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Technological savviness,Vq,5
6380,ccb1ae35-2349-11ea-a995-74d02b9c93aa,SPSS,Vq,2
6381,ccb1ae35-2349-11ea-a995-74d02b9c93aa,Six Sigma techniques,Vq,5
6382,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),Gk,5
6383,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Adobe Photoshop,Gk,4
6384,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Patient care and assistance,Gk,4
6385,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,B2B Marketing,Gk,5
6386,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Revenue recognition,qD,3
6387,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,General business knowledge,qD,4
6388,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Digital printing,qD,1
6389,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Microsoft Office Pack,qD,2
6390,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Closing,FX,4
6391,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Accounting Software,FX,3
6392,ccb1ae36-2349-11ea-b70f-74d02b9c93aa,Attention to detail,FX,2
6396,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Copywriting,NK,5
6397,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,HTML/CSS,NK,2
6398,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Attention to detail,NK,5
6399,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Mathematics,NK,1
6400,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Testing/Debugging,Nq,2
6401,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Closing,Nq,4
6402,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Big Data tools,jG,2
6403,ccb1ae3a-2349-11ea-92b4-74d02b9c93aa,Project/campaign management,jG,2
6404,ccb1ae3b-2349-11ea-884a-74d02b9c93aa,Cognos Analytics (IBM),Is,3
6405,ccb1ae3b-2349-11ea-884a-74d02b9c93aa,HTML/CSS,Is,1
6406,ccb1ae3b-2349-11ea-884a-74d02b9c93aa,InDesign,Is,2
6408,ccb1ae3d-2349-11ea-b86f-74d02b9c93aa,Effective communication and sociability,cn,1
6409,ccb1ae3d-2349-11ea-b86f-74d02b9c93aa,Research & Data analysis,oO,5
6410,ccb1ae3d-2349-11ea-b86f-74d02b9c93aa,Motivation,oO,2
6411,ccb1ae3d-2349-11ea-b86f-74d02b9c93aa,Numerical competence,oO,3
6412,ccb1ae3d-2349-11ea-b86f-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),oO,1
6414,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,Acute care,jQ,1
6415,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,CSS preprocessors,jQ,2
6416,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,HTML/CSS,li,1
6417,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,Microsoft Office Pack,Ko,5
6418,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,Physical endurance,Ko,4
6419,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,Technological savviness,Ko,4
6420,ccb1ae3f-2349-11ea-a569-74d02b9c93aa,Paid social media advertisements,Ko,2
6421,ccb1ae40-2349-11ea-a25e-74d02b9c93aa,Paperwork/record-keeping abilities,yl,2
6422,ccb1ae40-2349-11ea-a25e-74d02b9c93aa,CMS Tools,yl,2
6423,ccb1ae40-2349-11ea-a25e-74d02b9c93aa,Negotiation,yl,4
6424,ccb1ae40-2349-11ea-a25e-74d02b9c93aa,InDesign,yl,2
6425,ccb1ae41-2349-11ea-9777-74d02b9c93aa,Brand management,Yt,3
6426,ccb1ae41-2349-11ea-9777-74d02b9c93aa,People management,oS,2
6427,ccb1ae41-2349-11ea-9777-74d02b9c93aa,Creativity,oS,3
6428,ccb1ae41-2349-11ea-9777-74d02b9c93aa,Enthusiasm,Jd,4
6429,ccb1ae41-2349-11ea-9777-74d02b9c93aa,Paid social media advertisements,Jd,2
6430,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),NU,2
6431,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Machine learning,NU,1
6432,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Business Process Modeling,Rh,5
6433,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Adobe Creative Suite,Rh,3
6434,ccb1ae42-2349-11ea-b322-74d02b9c93aa,CMS Tools,Rh,3
6435,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Graphic User Interfaces (GUI),Rh,2
6436,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Compassion,Qi,1
6437,ccb1ae42-2349-11ea-b322-74d02b9c93aa,InDesign,Qi,3
6438,ccb1ae42-2349-11ea-b322-74d02b9c93aa,Data entry,Qi,5
6439,ccb1ae43-2349-11ea-a9ca-74d02b9c93aa,Business Development,Tu,3
6440,ccb1ae43-2349-11ea-a9ca-74d02b9c93aa,InDesign,Tu,2
6441,ccb1ae43-2349-11ea-a9ca-74d02b9c93aa,Photo editing,Tu,1
6442,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Product knowledge,ZW,3
6443,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Project/campaign management,ZW,3
6444,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Web scraping,ZW,1
6445,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Acute care,NG,1
6446,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Sales,NG,3
6447,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Javascript,NG,4
6448,ccb1ae44-2349-11ea-9799-74d02b9c93aa,Telemetry,eR,3
6449,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Logo creation,VA,2
6450,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Typography,VA,5
6451,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Negotiation,VA,3
6452,ccb1ae45-2349-11ea-a350-74d02b9c93aa,R,lY,3
6453,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Numerical competence,Md,2
6454,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Persuasion,Md,2
6455,ccb1ae45-2349-11ea-a350-74d02b9c93aa,Project/campaign management,Md,3
6456,ccb1ae46-2349-11ea-b567-74d02b9c93aa,Public speaking,Kf,4
6457,ccb1ae46-2349-11ea-b567-74d02b9c93aa,Planning,Kf,4
6458,ccb1ae46-2349-11ea-b567-74d02b9c93aa,System Context Diagrams,Gk,3
